,Abaddon,Alchemist,Ancient Apparition,Anti-Mage,Arc Warden,Axe,Bane,Batrider,Beastmaster,Bloodseeker,Bounty Hunter,Brewmaster,Bristleback,Broodmother,Centaur Warrunner,Chaos Knight,Chen,Clinkz,Clockwerk,Crystal Maiden,Dark Seer,Dark Willow,Dazzle,Death Prophet,Disruptor,Doom,Dragon Knight,Drow Ranger,Earth Spirit,Earthshaker,Elder Titan,Ember Spirit,Enchantress,Enigma,Faceless Void,Grimstroke,Gyrocopter,Huskar,Invoker,Io,Jakiro,Juggernaut,Keeper of the Light,Kunkka,Legion Commander,Leshrac,Lich,Lifestealer,Lina,Lion,Lone Druid,Luna,Lycan,Magnus,Mars,Medusa,Meepo,Mirana,Monkey King,Morphling,Naga Siren,Nature's Prophet,Necrophos,Night Stalker,Nyx Assassin,Ogre Magi,Omniknight,Oracle,Outworld Devourer,Pangolier,Phantom Assassin,Phantom Lancer,Phoenix,Puck,Pudge,Pugna,Queen of Pain,Razor,Riki,Rubick,Sand King,Shadow Demon,Shadow Fiend,Shadow Shaman,Silencer,Skywrath Mage,Slardar,Slark,Snapfire,Sniper,Spectre,Spirit Breaker,Storm Spirit,Sven,Techies,Templar Assassin,Terrorblade,Tidehunter,Timbersaw,Tinker,Tiny,Treant Protector,Troll Warlord,Tusk,Underlord,Undying,Ursa,Vengeful Spirit,Venomancer,Viper,Visage,Void Spirit,Warlock,Weaver,Windranger,Winter Wyvern,Witch Doctor,Wraith King,Zeus
Slark,51.5549,48.76,45.8791,48.7873,52.8593,48.4603,47.699,55.5304,44.3292,43.5239,48.4713,50.1286,52.852,49.8626,49.8044,49.2541,52.8828,49.076,44.8308,46.0528,46.3722,48.5014,49.9268,51.607,46.8614,51.9568,50.1152,49.0429,53.2581,48.7369,48.0781,55.3965,54.7259,47.6303,49.4941,50.4946,52.3109,48.7337,50.4254,56.333,47.35,50.7788,47.7268,52.0529,49.4085,53.9022,48.6398,52.278,51.2741,50.0245,45.3977,47.7231,47.2476,54.0304,49.7149,51.4652,49.4001,46.4176,51.9038,52.6167,48.03,55.1879,43.2665,46.1385,49.2187,46.3454,50.0467,53.3022,50.8491,51.1988,49.8661,49.9018,48.1593,49.8043,49.7741,47.4954,49.4605,48.4649,45.191,53.2576,46.9775,50.7138,48.8919,50.7545,50.8542,48.4631,49.113,0.0,49.584,48.3377,46.2208,49.7697,52.4005,51.453,47.3408,53.9083,53.5384,50.8561,52.8946,54.1028,54.1563,49.5802,49.5302,51.6761,46.3086,49.0314,47.0714,47.3743,49.3762,51.4356,46.4724,49.216,49.5588,49.4908,46.687,51.8895,49.3804,45.9201,45.6505
Snapfire,48.2566,46.0838,47.7725,46.479,50.8646,47.4566,45.6123,52.8367,46.3027,45.2394,46.3519,50.7302,48.1655,47.8209,48.8199,49.422,50.662,46.5194,47.8749,46.8268,46.5282,48.4772,48.3209,50.24,48.3552,51.8408,47.3016,49.0884,51.9423,50.4686,48.5063,52.4285,53.0642,47.9741,47.4219,52.3055,53.4601,48.6754,51.0594,54.7167,46.7173,48.7133,49.0688,51.1852,49.3614,56.4367,48.2828,49.5606,51.3504,50.5567,45.119,47.5185,45.779,53.1112,51.1458,49.6517,51.4479,46.4275,50.7788,50.9549,51.0153,53.4258,46.1285,45.3071,47.8693,44.6883,51.7614,52.7789,53.0479,50.4585,48.6318,51.6354,49.0227,50.8068,48.9778,50.0479,47.8025,47.5834,44.9503,52.0162,49.6022,52.135,49.5752,50.1062,48.9657,48.4551,47.5704,50.4118,0.0,47.0528,46.1345,48.8148,51.0696,49.5363,49.3285,49.7978,52.9255,49.341,51.2787,52.8855,55.1312,49.0811,47.0206,51.0377,46.535,48.7437,44.7389,47.6037,48.0574,51.3218,44.8157,48.754,47.6505,47.816,47.0091,50.6487,48.6162,44.1622,46.0402
Sniper,51.472,50.2919,51.2562,47.6874,53.0163,50.3989,50.7609,57.0367,51.8204,49.6708,49.2614,52.9115,52.2346,49.8375,51.2784,52.2156,54.7936,49.9762,48.0344,50.2648,50.1007,52.3951,51.4011,56.8131,53.018,55.7397,51.5108,54.103,54.294,54.4693,53.3582,55.7981,56.2816,54.0417,50.9716,56.285,57.4844,54.2994,53.8831,57.4618,50.4416,52.1943,53.4843,55.2248,51.6054,60.5648,51.8392,52.7162,57.156,54.3866,49.2076,50.8155,49.8256,56.5514,52.6026,55.0349,50.2516,49.2805,55.0576,50.4125,52.8971,55.1118,52.4678,49.8539,51.3531,47.7907,55.0699,55.5141,58.7805,53.8622,49.962,53.4799,51.5736,56.6783,49.6419,54.7741,51.7076,53.7014,49.4104,55.56,53.2332,55.1829,53.6305,54.129,53.5686,50.754,51.5163,51.6592,52.9471,0.0,46.2179,51.9923,51.2726,53.2387,51.9173,56.2555,57.1547,53.0737,55.3883,55.4754,58.3321,51.692,50.513,53.5304,51.5192,51.9386,48.7883,51.1897,53.26,55.3905,51.8924,51.7156,50.6508,51.1685,50.8743,54.6967,52.4644,47.7069,47.3176
Spectre,51.1215,47.5437,52.7962,46.2034,55.007,53.6737,51.7187,57.0893,50.2679,51.3844,49.4783,52.7125,51.753,51.2305,51.7683,54.3141,51.8786,51.9842,51.0418,50.7943,48.4094,53.4336,49.6803,55.7372,52.9017,56.0052,51.9452,55.1569,54.946,55.8881,50.7269,55.1635,57.7016,55.5035,53.6953,57.9717,58.3554,52.1944,53.7371,56.5827,49.1114,52.0247,52.543,55.1972,53.3224,62.5757,53.0871,50.6731,58.117,56.7714,46.5334,53.8915,51.1742,57.889,55.3747,53.218,51.8764,51.4469,53.4421,54.8291,53.2146,59.9108,46.1764,50.4446,51.591,48.4464,53.1158,56.8476,58.8016,53.9723,53.6237,55.4736,49.8251,56.5955,52.3946,53.7596,51.9439,54.1428,51.8236,57.3943,53.5491,55.3231,52.779,56.385,54.7338,54.8961,49.7161,53.7748,53.8654,53.782,0.0,53.8001,55.4729,55.2069,56.1245,56.3109,57.0085,51.5889,56.5117,61.7593,59.9851,50.6398,51.6448,53.4341,46.9597,47.911,50.4811,52.1252,49.9735,52.181,51.0172,54.3369,48.2094,53.0759,54.7668,55.3957,51.5702,46.8957,52.5446
Spirit Breaker,48.1498,47.1479,48.8914,49.119,53.2855,49.6341,49.5078,54.2826,45.8283,47.4375,47.8122,50.3426,50.0072,54.8432,50.6408,49.877,52.2924,49.9513,45.7704,47.1696,46.7192,47.3668,49.2662,52.3086,49.5186,52.9018,47.9485,51.0776,53.1807,50.6699,48.862,52.0322,55.2749,48.4887,49.5153,52.1434,53.0403,50.6148,51.2796,55.7552,45.5523,50.5327,48.246,51.5316,51.454,56.1872,47.495,53.1064,54.0639,52.1472,46.2303,47.232,49.8651,54.3237,50.0209,48.1078,46.5588,47.9453,51.1071,51.9352,47.9673,55.623,44.1385,48.4874,49.8821,46.0021,50.1894,53.3884,54.1878,51.9917,50.654,50.4978,48.5777,52.0371,49.7501,51.1578,49.1846,49.3852,47.214,53.6544,48.3542,52.4159,51.2716,50.9098,50.5487,50.8538,49.0371,50.2339,51.1851,48.0076,46.1998,0.0,53.2252,50.7167,49.7206,52.7171,51.7846,48.4816,52.4608,54.8336,54.8599,47.705,48.1064,51.0931,42.6083,48.4207,46.4678,48.1595,47.5862,52.3601,47.8046,50.1053,47.0001,50.0302,49.5533,51.616,48.8834,43.5528,46.1
Storm Spirit,45.2745,43.6583,48.319,39.8326,50.82,45.1261,45.3396,52.7761,44.2332,46.4691,46.1284,49.8271,47.7831,53.1472,46.2415,46.9171,48.5688,45.4727,45.3977,43.8365,44.6948,46.9696,45.7652,48.6897,46.0938,50.0067,43.9441,47.4615,49.5738,47.505,47.7686,50.6812,51.5692,46.6571,47.8228,48.4844,51.0588,47.3906,49.2786,52.296,44.6205,47.6985,47.5733,49.0819,46.6988,53.9203,46.5087,48.4168,50.3553,47.5087,39.8635,44.328,47.1976,51.1871,49.4258,44.3559,41.7584,45.0871,50.7952,51.3255,48.2537,52.9289,42.7078,42.1343,45.7889,43.2561,47.3114,49.2359,53.2632,49.4571,46.5232,50.8228,46.7897,47.8017,47.3521,46.8886,44.5458,47.809,42.3306,50.9949,46.4166,51.5272,47.7854,46.5533,45.113,45.8329,45.6164,47.5991,48.9303,48.7273,44.527,46.7747,0.0,47.5472,46.7701,47.3001,51.6293,45.4162,51.4626,54.5803,52.4017,46.1805,43.8228,49.3078,42.2263,45.9515,43.7613,45.022,47.2875,48.6752,42.964,47.4804,45.7318,47.755,46.9251,48.8421,46.6541,40.8377,46.1741
Sven,47.2264,45.7405,47.8081,46.8701,51.8129,48.7578,47.1281,52.4587,46.0849,46.801,46.5818,50.2397,47.408,56.6991,51.0489,52.004,52.6324,47.7252,44.5693,46.4948,48.2146,47.7159,47.77,51.5376,47.941,51.5984,46.2626,49.4129,52.9001,50.9871,48.6774,53.4891,53.6511,46.9777,48.6281,51.813,52.1609,49.3327,50.0635,55.5758,45.7861,48.8785,47.7762,51.4755,50.1682,56.4434,47.0349,49.168,53.4978,50.7802,46.7816,46.0455,53.1178,52.4592,49.9199,46.5298,52.9359,46.6983,50.1787,50.3848,51.9361,53.2951,45.8704,46.7384,49.4037,44.1596,49.5842,52.7108,53.6528,50.888,47.4261,53.4102,46.7641,51.9936,49.0341,49.7802,48.4724,48.6242,47.3317,51.2966,48.838,51.5015,49.5533,48.9532,48.1761,48.8246,47.3289,48.5463,50.4571,46.7586,44.7907,49.2889,52.4491,0.0,48.6731,49.0205,49.8037,48.5283,52.0506,52.9595,54.8973,47.2332,45.1893,51.0674,45.1386,47.3948,44.7532,46.9236,47.3293,52.3726,48.0587,50.5795,47.2886,48.4748,47.6698,48.9187,47.9697,42.3072,45.8389
Techies,48.6366,48.0114,48.7823,45.9177,50.0976,48.8134,47.5766,53.8902,46.5062,48.8817,49.0903,50.8498,49.6561,51.665,49.5559,50.0042,51.0841,50.4633,46.7622,47.6215,48.9504,50.1679,49.3252,53.894,49.8218,52.7848,46.6298,50.3987,52.4527,51.0875,50.8152,56.1246,55.342,48.2794,51.224,53.0182,54.1645,50.3301,52.1075,55.0081,47.2734,50.121,49.133,52.3414,50.2157,57.4063,50.1605,49.8229,54.3684,50.9228,45.5701,48.9639,50.6584,53.6347,51.334,47.952,52.259,49.0207,52.5453,55.7764,49.9256,54.3522,47.2406,47.9901,49.5119,46.1673,51.9895,52.214,53.8304,53.0293,50.3252,53.5021,48.8039,53.3257,47.6432,51.2912,51.1397,51.6678,49.3733,53.4191,50.0773,51.4622,51.7909,51.083,51.0932,49.5698,49.1135,52.6495,50.6714,48.0826,43.8754,50.2793,53.2298,51.3274,0.0,49.1766,54.855,50.5352,54.096,53.2292,56.1646,49.5779,50.035,51.5402,46.1142,50.0892,47.7981,47.2466,50.025,52.9851,45.7556,52.1703,48.3611,54.0406,49.3635,51.1384,51.2068,41.9147,46.5944
Templar Assassin,46.1334,43.141,47.9967,49.9408,45.9146,46.1478,46.7089,46.2502,43.1993,44.6167,45.4037,48.2858,47.433,50.1873,50.4249,47.536,50.4017,45.7781,46.4329,45.1233,41.3713,46.5309,47.43,48.858,48.4429,50.5188,43.8765,46.0512,51.3087,50.2597,48.2637,48.9703,52.8972,46.9551,48.2795,52.146,50.7071,43.4335,51.8123,53.146,44.3168,48.6276,48.0707,50.3244,49.6985,53.8043,46.8483,51.4537,52.5519,50.1888,45.3022,44.7651,47.4113,52.0028,49.9861,44.6233,39.4994,46.6167,48.9819,50.8085,43.4818,52.2595,46.34,46.2171,49.4929,43.8467,48.1341,54.3568,55.5842,49.9376,49.2473,44.3972,45.7024,54.693,46.8952,47.7883,49.2783,44.8576,45.6011,52.3851,46.9683,50.0054,52.7851,46.6544,48.331,49.9345,47.2226,46.0847,50.2021,43.7444,43.689,47.2828,52.6998,50.9855,50.8233,0.0,46.635,47.7733,53.1027,52.2747,53.8146,43.929,43.643,52.019,45.094,46.6388,46.4432,45.2947,43.5862,45.5499,42.7264,50.4567,45.8976,48.0789,45.8903,48.2397,47.0377,42.0398,48.16
Terrorblade,46.5553,45.7248,46.603,46.6628,47.6233,42.471,47.0958,50.335,45.2194,43.916,46.0543,47.2438,47.5493,49.3128,47.9587,48.2951,48.4158,50.0709,45.7185,44.8542,39.9125,47.3822,47.8026,52.6194,47.3677,50.7964,47.1014,45.1112,49.7223,47.6145,45.4664,49.5487,53.1561,45.4946,47.2619,50.9156,51.4339,48.7358,48.5621,54.5594,42.8187,46.7892,45.0585,49.4086,46.5582,54.4005,44.9155,49.2533,50.0605,48.542,44.2492,46.6465,48.6133,52.7288,49.3315,47.595,46.1445,46.3014,50.1703,50.0482,45.0764,53.2636,45.0737,46.9485,45.9926,43.689,49.007,52.0269,52.996,47.5322,48.8188,44.7834,44.5751,49.4168,47.9753,46.2092,46.1953,49.5562,45.7101,51.0166,42.9644,47.7676,49.6289,50.5875,48.6571,46.0,50.6537,46.4729,47.0744,42.8452,42.9914,48.2153,48.3706,50.1984,45.1449,53.3649,0.0,45.9825,46.4127,46.6349,53.011,45.5043,46.3519,50.0258,41.3685,47.0142,45.0223,47.6774,48.2838,52.9441,45.4759,46.7293,43.4399,48.3617,46.5213,47.6383,47.1602,43.8797,40.402
Tidehunter,49.6649,46.4817,49.324,47.4345,53.476,49.4315,50.5886,56.9937,49.8864,46.6757,49.6513,52.6771,49.277,54.2588,51.7019,54.5027,54.0938,49.3457,47.0286,48.817,47.0115,50.1311,51.1601,52.846,50.1737,53.5116,49.6245,50.5192,55.3783,52.258,49.7897,54.7043,56.1878,50.5191,51.987,52.5028,55.6333,50.3263,52.6054,56.6193,49.2572,47.9987,49.505,52.5491,50.8281,57.5419,49.0267,51.7104,54.5981,53.0039,48.0381,47.2482,54.0718,56.2927,52.1512,51.1154,51.4842,48.6737,51.2949,52.476,53.4974,54.4434,45.7445,47.4757,50.4113,47.3244,51.0958,55.904,52.9773,51.6871,52.3902,55.4359,50.0199,53.5651,51.0136,51.2239,51.0093,48.2176,48.0237,53.4584,50.8077,54.0708,50.4042,52.4229,52.1984,51.8168,52.1116,49.141,50.6589,46.9262,48.411,51.5183,54.5837,51.4754,49.4647,52.2266,54.0174,0.0,52.6934,54.587,55.6119,49.1142,50.9327,52.7667,45.6498,48.502,45.9778,49.9137,48.9899,53.6315,50.1076,51.0315,50.8097,51.0791,50.5228,52.1936,49.4395,47.7149,47.3272
Timbersaw,45.9734,44.7745,45.7101,44.2373,48.8589,46.7704,43.3213,48.0071,45.6184,42.1803,43.2536,49.1764,47.265,49.8848,48.6538,49.827,49.204,45.6579,45.2078,44.0312,45.0283,45.391,45.3084,46.0612,47.1076,48.3247,46.3845,45.9651,50.2597,48.0916,48.0481,50.1468,50.9189,45.2074,45.3114,48.5119,49.9951,50.9618,47.9208,53.8244,44.2972,46.4466,46.8739,50.6428,47.1553,53.4272,46.7168,47.9631,49.6198,47.5113,42.9705,44.0372,47.8454,52.4592,49.4497,46.2524,49.6295,44.2874,46.9599,50.7907,51.8838,51.4083,43.0126,43.3154,43.4649,41.7325,50.1457,50.6927,48.9092,48.5392,48.2488,53.4848,46.0654,48.3367,46.7135,44.3909,44.8537,45.332,43.0551,49.7597,47.1626,51.9344,46.5398,48.0525,44.0254,45.3584,45.4385,47.1144,48.7212,44.6116,43.4882,47.5391,48.5373,47.952,45.9039,46.8972,53.5872,47.3065,0.0,50.638,53.4512,47.0997,46.0958,49.392,45.462,48.4454,41.3074,45.1173,44.6436,49.1556,45.8419,46.7494,44.4493,45.3737,44.9116,51.1876,46.4636,43.8764,43.5739
Tinker,44.7154,40.836,45.4529,38.9339,45.4908,45.1157,43.4756,48.307,42.6159,45.6999,43.1823,46.8605,44.5009,41.1714,45.047,44.8732,45.0185,44.8233,39.9658,43.0324,44.074,45.3587,45.28,48.0,46.4965,48.1765,43.026,47.9641,48.5611,46.7123,46.5811,49.5874,51.5712,44.9763,46.7606,49.2824,50.3759,47.5167,46.1367,50.6169,43.5869,44.4496,45.8771,47.6981,45.837,52.1624,46.0672,45.0425,49.3298,47.1345,39.4546,44.0255,43.4412,50.9305,49.8204,46.321,47.0261,43.1842,50.0286,50.6287,46.7243,50.7284,43.3871,41.9751,43.0171,42.2706,47.8644,49.267,52.7667,49.0024,46.552,47.2541,45.134,46.5176,42.7245,44.4018,44.9253,46.6137,42.3974,50.2376,44.7859,47.8241,47.9713,45.6625,45.5737,44.9907,45.7268,45.8969,47.1144,44.5245,38.2406,45.1663,45.4196,47.0351,46.7707,47.7252,53.365,45.4129,49.3619,0.0,51.9413,44.6916,48.1616,46.5425,43.6547,44.0572,44.0782,44.5196,45.7932,48.9734,39.234,46.7291,43.2739,45.6486,46.5315,49.4618,46.0422,39.2946,39.7812
Tiny,44.5532,40.8953,42.6516,43.7259,45.1466,43.3323,42.8823,46.2162,40.8382,41.6008,42.408,45.2238,43.1167,48.5281,44.9969,45.4451,47.4736,43.1374,40.9752,41.632,41.3808,43.9679,43.0284,45.2697,43.7175,46.4471,41.5442,45.4929,47.2214,45.8271,45.9636,47.1741,49.2899,42.8767,43.4322,46.823,46.8887,43.6684,46.1441,49.8431,40.7075,43.8632,44.5234,46.0491,45.0756,50.451,42.882,43.5909,47.7398,45.7967,41.3548,41.8312,43.8887,47.4881,46.3199,43.136,43.3979,42.2099,45.0883,48.1207,44.8602,48.399,38.5061,42.0172,44.2595,39.6443,46.1219,49.2893,48.5019,45.6326,45.1263,47.6378,42.2541,47.3331,43.7623,45.3056,43.3844,43.1439,43.0612,48.5061,43.1867,47.0438,45.5571,45.2886,44.1064,43.2472,43.4745,45.8291,44.8687,41.6678,40.0148,45.14,47.5982,45.1008,43.8353,46.1853,46.9889,44.388,46.5487,48.0586,0.0,43.0298,40.9409,46.1454,39.6828,42.2195,40.708,42.9347,41.3462,45.9273,41.002,45.4992,41.8984,44.7722,42.8137,45.2698,43.6517,38.3311,40.6039
Treant Protector,50.1374,48.1497,49.0781,47.9758,52.9236,50.2631,49.0231,54.2507,48.5334,48.0751,48.9486,51.5345,50.2246,51.369,51.3317,52.2867,54.1011,50.1683,47.8483,48.473,46.8842,50.702,50.5896,52.7433,51.4787,53.2476,50.5877,51.3908,53.7069,52.2372,49.9669,55.2266,55.9633,48.8422,50.0222,54.925,55.3686,51.0041,52.5528,56.2663,47.9141,49.3173,49.1485,53.3642,52.6861,57.069,49.7033,53.2888,53.6969,53.3197,49.0681,48.9881,50.7817,54.2248,52.1821,51.3033,51.754,49.3138,51.687,51.2514,51.4239,56.4407,47.1717,49.6563,50.5277,47.8508,51.632,54.3847,55.316,52.7101,52.2339,52.0691,47.6777,52.9395,50.0657,51.1444,50.2763,50.0851,48.1435,53.7896,50.0838,53.3953,51.5859,52.6085,52.1084,50.5078,50.5944,50.4156,50.9188,48.3079,49.3601,52.2949,53.8194,52.7522,50.422,56.0709,54.4956,50.8857,52.9002,55.3083,56.9701,0.0,49.3521,54.4848,47.1645,49.317,47.4411,49.662,49.9648,52.7682,49.0913,51.5275,49.1308,49.8885,49.7993,53.0901,50.5414,46.9464,47.7144
Troll Warlord,49.5967,49.9226,48.5409,53.2661,52.6341,49.3599,47.8788,53.3694,47.2035,49.9419,51.0543,51.9426,49.7538,54.5407,51.481,52.5565,56.1645,51.5556,47.4549,47.7573,48.9269,49.8702,51.7972,53.5032,51.3431,53.1321,47.8894,50.374,55.4508,51.7752,52.6151,56.8416,57.1635,50.1161,52.2865,53.5934,53.3396,52.4449,51.2743,59.9581,47.0678,51.6644,48.7678,53.0907,54.6443,57.3481,49.6813,53.5416,53.4068,51.3225,49.711,48.6295,53.1573,57.9353,51.6918,50.3771,54.1401,48.8565,53.6215,54.1068,49.8302,54.4346,47.4957,50.2684,50.7098,45.0327,52.2137,53.9467,51.806,51.5535,53.2334,53.0571,48.8499,54.7838,51.5803,48.8795,50.1581,47.1206,50.2524,54.198,50.5099,52.5063,52.0673,50.6888,51.6206,49.9507,53.4183,50.471,52.9793,49.4869,48.3551,51.8935,56.1771,54.8088,49.9649,56.3569,53.648,49.0672,53.9041,51.8383,59.059,50.6478,0.0,54.694,46.3689,51.9896,50.2431,50.0661,50.3887,54.3368,49.6626,52.7821,50.6708,51.6393,48.0778,51.2835,51.0795,46.4466,48.1532
Tusk,47.5322,47.0269,47.9614,46.5325,49.6167,47.1978,47.0962,50.8824,44.2212,45.6076,45.6641,49.2903,49.097,47.8935,48.8739,47.9053,51.088,46.9254,45.5951,45.9055,44.2024,46.3451,47.8829,49.9405,48.5922,51.9728,45.8955,49.1212,51.7224,48.5189,47.0439,50.9041,53.6807,47.1911,47.3466,51.5158,53.3333,49.5611,50.6107,55.5288,44.1989,47.6962,47.6349,49.7725,49.5181,53.9256,45.6374,50.0966,50.8278,49.9033,44.7275,45.5878,45.896,51.6636,49.5523,47.5869,45.3193,46.1028,49.0519,50.1188,46.2272,52.9745,43.9524,45.3411,47.707,44.6771,49.5311,53.5214,52.1788,49.0677,49.0342,48.4463,45.8553,50.2186,49.1229,47.8082,47.0537,47.5704,44.525,51.6415,46.7196,51.0657,49.747,49.1663,48.4173,49.3858,46.8,48.3282,48.9622,46.4695,46.5658,48.9068,50.6921,48.9241,48.4597,47.9809,49.9741,47.2332,50.6079,53.4574,53.8545,45.5151,45.3059,0.0,44.1627,46.5881,44.9345,46.2133,46.5532,51.5057,45.0588,48.1441,46.3773,47.9888,47.5942,48.743,47.7967,43.5851,45.9764
Underlord,53.6168,49.2989,50.9157,50.364,54.8103,52.1866,51.8834,57.3261,51.0274,50.1149,50.4971,54.3095,51.864,51.6695,54.6261,56.3296,55.1904,50.1872,50.7267,50.7423,50.1368,53.2902,52.8069,55.7731,53.7256,56.2679,53.5947,53.0064,57.4007,55.475,52.5996,58.3343,58.9771,52.7963,53.7015,56.2595,59.6077,53.3126,54.3589,61.1532,50.816,50.5008,52.9597,56.7779,54.2363,60.6858,51.9943,52.7825,57.0087,56.1664,50.7994,52.4957,53.3314,58.6792,56.8621,55.8191,58.6186,52.3894,52.9466,55.7415,58.6288,58.4643,50.8247,51.3093,54.544,50.109,57.0678,57.4379,55.6847,55.2437,54.0751,59.3938,52.3883,57.3824,52.4736,53.855,52.77,52.3592,52.8874,53.9191,54.5231,57.4561,53.524,54.9047,54.6144,52.5005,52.5459,53.6917,53.4649,48.4807,53.0402,57.3916,57.7736,54.8549,53.8857,54.9059,58.6314,54.3501,54.5379,56.3452,60.3171,52.8354,53.631,55.8372,0.0,53.0283,47.1963,52.9508,51.0894,55.1984,53.1508,55.4752,51.8768,54.6098,51.8229,54.6145,51.644,52.0434,50.4022
Undying,51.4336,47.3533,48.2408,46.1124,51.9654,50.4371,49.5171,55.2139,50.1917,48.3008,47.2584,50.8224,50.8608,50.0219,53.1009,53.3736,55.2064,47.8836,49.5422,49.2388,47.4662,50.7098,49.8671,55.0421,50.4438,53.8877,50.4493,51.0869,53.7737,52.0113,49.7402,52.9089,55.3292,50.6438,49.3118,54.1359,53.0477,54.234,53.022,56.4544,48.1515,49.8969,50.2679,54.2308,49.8842,60.0564,50.4957,50.4094,53.338,52.9375,47.8289,46.9243,52.9743,54.4957,53.9227,45.8914,47.6658,48.3542,51.7654,51.3742,49.7633,54.1504,48.8002,48.4054,51.0611,46.6601,52.7033,56.654,56.3644,50.3054,49.9727,50.7838,48.6339,54.2437,52.1235,50.4491,50.3072,51.7924,47.0003,53.6506,50.1358,54.0064,50.3576,51.2915,50.3539,51.1308,49.4265,50.9691,51.2562,48.0613,52.0889,51.5792,54.0484,52.6041,49.9107,53.3611,52.9857,51.4979,51.5545,55.9427,57.7804,50.6829,48.0103,53.4118,46.9716,0.0,48.3141,48.237,48.4382,55.0169,50.905,50.7096,48.9784,49.1311,48.9718,52.9039,50.6005,48.2578,48.6111
Ursa,51.3308,52.2453,52.1799,52.1426,54.4776,53.0901,50.5081,56.8025,45.6574,50.0343,51.2231,51.5439,52.0931,51.5573,53.9981,50.6837,54.9357,50.9962,50.6357,50.4929,51.6796,51.4688,52.4534,53.9417,53.5865,55.4838,50.9647,51.6111,57.1709,54.6357,52.8037,57.6475,58.6449,53.2486,53.5712,55.3526,57.4642,53.7515,54.9556,59.5422,50.5762,55.3953,51.2417,55.8475,54.7394,60.9626,51.1963,56.2428,55.8353,54.0776,49.3211,50.579,49.6567,58.6987,54.2287,52.8542,51.6521,50.3777,54.6757,56.5886,49.4132,57.2932,49.3571,49.2597,53.4457,47.578,53.6164,56.3217,56.6104,53.595,52.6629,50.7607,51.9384,56.4436,55.078,53.4848,51.6536,51.032,48.5078,57.292,52.6095,54.8874,55.4376,52.8102,52.8295,52.2322,51.4497,52.9325,55.261,51.2116,49.5188,53.5321,56.2386,55.2394,52.2018,53.5567,54.9776,54.0221,58.6925,55.9217,59.2919,52.5588,49.7568,55.0654,52.8036,51.6858,0.0,50.3939,49.6552,55.1487,49.2842,53.6235,51.91,51.5295,49.8897,54.2103,53.2109,46.0209,50.6283
Vengeful Spirit,51.2421,48.9706,51.1469,49.7652,53.4255,50.4596,51.1012,56.7373,47.6732,48.3206,49.875,51.5495,52.2886,51.8129,53.0397,51.5399,53.2042,51.7831,48.6691,49.9653,47.8264,50.7701,52.1956,55.3723,51.8108,55.2117,49.8589,51.2884,55.8189,52.8873,50.9576,55.066,57.362,52.2406,52.6709,55.6458,55.2139,53.4609,54.4413,58.1236,48.4152,52.5828,50.9548,54.3061,53.4679,58.5434,50.0529,54.0183,55.9055,54.5715,47.9191,48.19,51.1137,55.8687,52.9808,49.6269,48.7056,49.7752,53.6808,53.9095,48.7876,56.4079,48.3556,49.8343,50.9566,48.2203,52.9467,57.388,56.3319,54.1646,52.4501,50.2509,51.4296,54.933,52.2104,53.6048,51.423,51.7791,49.3049,55.2233,51.667,53.7047,53.3513,53.5272,52.3651,52.2867,52.0887,52.6316,52.3962,48.8102,47.8747,51.8404,54.9779,53.091,52.7533,54.7052,52.3225,50.0862,54.8826,55.4803,57.0652,50.3379,49.9338,53.7866,47.0491,51.7629,49.606,0.0,50.5894,54.4951,49.2002,52.7042,49.7978,52.8001,51.3838,53.0757,51.4159,46.5395,48.7496
Venomancer,47.9106,49.3446,49.629,48.7319,49.6791,52.6885,50.1745,56.5521,48.229,48.4178,49.9717,50.0268,53.2033,48.142,52.8752,50.5827,53.3346,48.9809,48.8113,48.5511,46.6412,51.2187,51.2729,54.1794,50.9973,55.118,51.5503,49.7136,54.3474,53.0763,51.3421,56.3963,55.0335,49.3387,51.1913,54.3608,55.7257,51.5485,53.2765,56.598,48.3946,49.167,53.1675,55.0705,49.1032,59.1625,50.5278,49.8608,54.4688,53.805,49.3031,48.6629,50.2736,55.9895,53.5762,49.9502,51.9716,49.3897,54.081,52.795,50.757,53.447,48.4799,49.5306,52.2762,47.2963,52.9264,54.6349,56.1109,53.0132,50.4428,49.0731,49.612,55.1255,49.6777,51.7809,51.0994,51.9763,49.9926,54.4561,51.0072,53.1313,52.0043,52.1656,51.3563,49.645,51.9676,50.6237,51.9416,46.7333,50.0276,52.4161,52.7088,52.6706,49.9759,56.4181,51.7272,51.0077,55.366,54.2173,58.6768,50.0276,49.6084,53.4457,48.9089,51.5491,50.3378,49.4271,0.0,51.4459,49.7294,52.8661,48.3036,50.3563,48.9172,53.766,50.3533,46.7278,47.3636
